EmployeeID,Department,JobRole,JobLevel,ManagerID,LocationType,Age,Gender,EducationLevel,YearsAtCompany,YearsSinceLastPromotion,PerformanceRating,HistoricalRatingAvg,CalibrationAdjustedFlag,SelfRating,PeerAvgRating,SubordinateAvgRating,Overall360Score,SelfOtherGap,Leadership360,Collaboration360,OKRCompletionPct,NumOKRsAssigned,WeightedGoalAttainment,EngagementScore,JobSatisfaction,WorkLifeBalanceRating,BurnoutRisk,TrainingHoursLastYear,OvertimeHoursMonthly,AbsenteeismDays,AvgMonthlyHours,ProjectsHandled,PercentSalaryHikeLast,BonusPayoutPct,HighPotentialFlag,PIPHistoryFlag,HighPerformer,PerformanceTrend,SelfOtherGapBucket,OKREfficiencyScore,Rating360Variance,WorkloadRatio,WorkloadZone,TenureBucket,PromotionLagFlag,BurnoutWorkloadIndex,TrainingEfficiency,LeadershipGap,PromotionReadinessScore,ReadinessCategory,EngagementPerfAlignment,EngagementPerfQuadrant,ReportMonth
EMP01982,Finance,FP&A Analyst,M1,MGR0044,On-Site,33,Male,PhD,1.8,0.8,2.0,2.13,0,2.28,1.94,1.42,1.88,0.34,1.0,1.28,44.1,7,38.0,7.0,2.24,3.97,High,8,32.8,4,193,8,6.5,0.14,0,0,0,-0.13,Aligned,6.27,0.433,1.043,Optimal,1-3yr,0,0.637,-0.0162,-0.88,0.221,Not Yet Ready,0.0,Needs Support (Low Eng + Low Perf),2024-10
EMP01983,Finance,FP&A Analyst,IC1,MGR0027,Hybrid,49,Female,Associate's,3.5,1.1,4.0,4.02,0,4.04,4.09,1.42,4.07,-0.05,3.4,2.99,99.5,4,93.9,59.8,3.12,2.2,Low,45,15.9,3,173,4,12.2,0.68,1,0,1,-0.02,Aligned,25.0,1.527,1.081,Optimal,3-7yr,0,0.19,-0.0004,-0.67,0.784,Ready Now,0.426,Star (High Eng + High Perf),2024-10
EMP01984,HR,HR Business Partner,IC2,MGR0100,Hybrid,42,Male,Associate's,3.6,1.4,4.0,3.54,0,4.44,4.53,1.42,4.14,-0.09,3.4,3.2,87.6,5,84.5,69.4,2.44,3.64,Low,34,24.5,3,198,1,8.4,1.19,1,0,1,0.46,Aligned,17.64,1.77,1.179,Optimal,3-7yr,0,0.275,0.0135,-0.74,0.766,Ready Now,0.495,Star (High Eng + High Perf),2024-10
EMP01985,Operations,Operations Analyst,Director,MGR0052,On-Site,31,Male,Bachelor's,3.5,1.8,2.1,1.87,0,2.13,2.04,2.87,2.35,0.09,3.4,1.53,71.1,8,68.9,60.0,1.59,3.49,Medium,17,29.7,1,187,11,2.6,0.25,0,1,0,0.13,Aligned,8.81,0.455,0.89,Under-Utilized,3-7yr,0,0.36,0.0076,1.05,0.34,Not Yet Ready,0.134,Coachable (High Eng + Low Perf),2024-10
EMP01986,Operations,Operations Analyst,M1,MGR0170,Hybrid,25,Male,Bachelor's,3.0,2.6,2.5,2.51,1,3.29,3.07,3.07,3.14,0.22,2.44,2.9,67.6,8,65.8,37.6,3.19,4.66,Medium,23,27.5,0,183,7,4.9,0.35,0,0,0,-0.01,Aligned,8.57,0.127,0.989,Optimal,1-3yr,0,0.36,-0.0004,-0.7,0.413,Development Needed,0.111,Needs Support (Low Eng + Low Perf),2024-10
EMP01987,Sales,Sales Development Rep,IC1,MGR0025,Remote,44,Male,Bachelor's,0.5,0.4,3.2,2.94,0,2.78,2.4,3.07,2.95,0.38,2.08,1.97,76.2,4,71.9,36.3,2.78,2.37,Medium,0,13.8,5,178,4,3.2,0.42,0,0,0,0.06,Aligned,18.75,0.336,1.112,Optimal,0-1yr,0,0.457,0.06,-0.87,0.394,Development Needed,0.151,Flight Risk (Low Eng + High Perf),2024-10
EMP01988,Finance,Finance Manager,IC3,MGR0074,Hybrid,41,Male,PhD,1.0,0.4,1.5,1.46,0,2.31,1.54,3.07,1.62,0.77,1.0,1.25,70.1,4,76.3,55.0,1.8,3.27,Medium,3,22.3,1,185,6,3.5,0.76,0,0,0,0.04,Slight Inflation,17.35,0.765,1.057,Optimal,0-1yr,0,0.409,0.0133,-0.62,0.21,Not Yet Ready,0.057,Needs Support (Low Eng + Low Perf),2024-10
EMP01989,HR,L&D Specialist,IC2,MGR0039,Hybrid,40,Male,Master's,6.4,4.7,3.0,3.43,0,3.6,1.54,3.07,3.1,0.79,1.97,1.78,71.5,2,76.4,40.7,3.14,3.17,Medium,26,22.3,1,171,5,4.8,0.76,0,0,0,-0.43,Slight Inflation,34.95,1.07,1.018,Optimal,3-7yr,0,0.376,-0.0165,-1.13,0.526,Ready in 12 Months,0.179,Flight Risk (Low Eng + High Perf),2024-10
EMP01990,Marketing,Growth Manager,IC1,MGR0167,Hybrid,34,Female,Bachelor's,2.8,1.8,1.9,2.07,1,2.43,1.89,3.07,2.13,0.54,1.73,1.85,69.5,4,58.4,48.4,2.34,1.89,Low,12,18.4,3,194,4,1.2,0.64,0,0,0,-0.07,Slight Inflation,16.75,0.591,1.212,Stretched,1-3yr,0,0.304,-0.0058,-0.4,0.31,Not Yet Ready,0.101,Needs Support (Low Eng + Low Perf),2024-10
EMP01991,Finance,Financial Analyst,IC2,MGR0140,Hybrid,32,Female,Bachelor's,4.9,1.6,2.6,2.78,0,3.21,1.97,3.07,2.64,1.24,1.98,2.06,60.5,6,55.3,46.5,2.05,4.29,Medium,30,37.2,2,184,4,4.4,0.24,0,0,0,-0.28,Significant Inflation,10.33,0.679,1.095,Optimal,3-7yr,0,0.442,-0.0093,-0.66,0.392,Development Needed,0.159,Needs Support (Low Eng + Low Perf),2024-10
EMP01992,HR,Recruiter,IC1,MGR0139,On-Site,48,Male,Master's,3.4,1.8,3.9,4.0,0,4.79,4.33,3.07,4.34,0.46,3.65,3.21,82.8,3,91.9,59.2,3.82,2.48,Medium,37,12.1,3,158,1,8.5,0.8,0,0,1,0.0,Aligned,28.23,0.89,0.988,Optimal,3-7yr,0,0.36,0.0,-0.69,0.619,Ready in 12 Months,0.422,Star (High Eng + High Perf),2024-10
EMP01993,HR,L&D Specialist,M1,MGR0113,Hybrid,49,Male,Master's,0.5,0.3,1.5,1.05,0,1.8,1.6,1.0,1.47,0.2,1.66,1.0,48.4,6,46.5,24.2,2.07,2.54,Medium,0,19.9,2,198,7,0.2,0.3,0,0,0,0.45,Aligned,8.33,0.416,1.07,Optimal,0-1yr,0,0.421,0.45,0.19,0.151,Not Yet Ready,0.024,Needs Support (Low Eng + Low Perf),2024-10
EMP01994,Engineering,Data Engineer,IC2,MGR0003,Remote,40,Male,Associate's,6.4,4.5,2.8,3.05,1,3.95,2.97,1.0,3.39,0.98,1.87,1.0,60.2,5,59.6,40.9,3.46,3.05,Low,12,14.6,1,174,8,3.3,0.4,0,0,0,-0.05,Slight Inflation,11.88,1.502,1.036,Optimal,3-7yr,0,0.151,-0.0042,-1.52,0.515,Ready in 12 Months,0.193,Flight Risk (Low Eng + High Perf),2024-10
EMP01995,Marketing,Marketing Analyst,M1,MGR0115,Remote,42,Male,Bachelor's,0.5,0.2,2.1,2.46,0,2.55,1.3,2.85,2.23,1.25,2.5,1.16,44.4,7,47.3,16.6,1.77,2.54,High,0,44.5,3,207,4,1.2,0.0,0,1,0,-0.46,Significant Inflation,6.44,0.822,1.119,Optimal,0-1yr,0,0.703,-0.46,0.27,0.215,Not Yet Ready,0.021,Needs Support (Low Eng + Low Perf),2024-10
EMP01996,Engineering,DevOps Engineer,IC1,MGR0022,On-Site,36,Female,Associate's,11.5,9.9,2.8,3.38,0,3.08,1.3,2.85,3.42,-0.14,2.94,3.09,57.2,3,58.0,43.7,1.42,3.67,Medium,3,14.1,5,168,1,2.9,0.55,0,0,0,-0.38,Aligned,19.97,0.968,1.05,Optimal,7+yr,0,0.403,-0.1267,-0.48,0.532,Ready in 12 Months,0.187,Flight Risk (Low Eng + High Perf),2024-10
EMP01997,Sales,Sales Development Rep,IC2,MGR0004,Hybrid,24,Non-Binary,Bachelor's,1.0,0.6,1.0,1.01,1,1.0,1.0,2.85,1.0,0.0,1.0,1.15,41.2,4,34.2,27.7,2.09,3.21,Medium,0,24.8,0,182,4,0.0,0.19,0,0,0,-0.01,Aligned,10.02,1.068,1.083,Optimal,0-1yr,0,0.432,-0.01,0.0,0.079,Not Yet Ready,0.0,Needs Support (Low Eng + Low Perf),2024-10
EMP01998,Engineering,Software Engineer,IC1,MGR0136,On-Site,27,Male,Master's,2.9,1.3,4.1,4.36,0,4.73,3.63,2.85,4.15,1.1,3.18,2.33,82.3,4,88.8,73.0,3.65,1.6,Low,26,13.3,0,184,1,5.7,0.97,1,0,1,-0.36,Significant Inflation,21.0,0.945,1.15,Optimal,1-3yr,0,0.25,-0.0138,-0.97,0.745,Ready in 6 Months,0.515,Star (High Eng + High Perf),2024-10
EMP01999,Product,UX Researcher,IC1,MGR0014,Hybrid,44,Male,Associate's,0.5,0.2,2.7,2.52,0,2.8,1.87,2.85,2.26,0.93,2.18,1.97,43.0,4,43.6,42.4,2.22,1.77,Medium,0,12.4,4,178,5,3.3,0.12,0,0,0,-0.02,Slight Inflation,10.5,0.552,1.112,Optimal,0-1yr,0,0.457,-0.02,-0.08,0.247,Not Yet Ready,0.131,Needs Support (Low Eng + Low Perf),2024-10
EMP02000,Engineering,DevOps Engineer,IC1,MGR0014,Hybrid,45,Male,Associate's,9.0,6.8,1.1,1.43,0,1.0,1.0,2.85,1.03,0.0,1.0,1.0,43.2,2,35.9,41.5,2.28,3.58,Medium,0,13.7,0,179,3,1.3,0.0,0,1,0,-0.43,Aligned,20.85,1.068,1.119,Optimal,7+yr,0,0.463,-0.43,-0.03,0.222,Not Yet Ready,0.0,Needs Support (Low Eng + Low Perf),2024-10
EMP02001,Product,Product Analyst,IC1,MGR0016,Hybrid,43,Female,Bachelor's,15.6,10.0,3.0,3.2,0,3.43,2.71,2.85,3.0,0.72,1.51,2.17,78.9,4,87.9,53.8,2.47,2.61,Medium,12,14.6,1,163,2,0.0,0.56,0,0,0,-0.2,Slight Inflation,20.45,0.382,1.019,Optimal,7+yr,0,0.376,-0.0167,-1.49,0.56,Ready in 12 Months,0.244,Flight Risk (Low Eng + High Perf),2024-10
EMP02002,Finance,FP&A Analyst,IC3,MGR0160,Remote,37,Female,Bachelor's,0.6,0.4,4.1,3.63,0,4.2,4.37,2.85,4.13,-0.17,4.59,3.51,100.0,6,100.0,91.6,3.7,3.15,Low,65,20.9,0,179,4,9.0,1.32,0,0,1,0.37,Aligned,16.67,0.833,1.023,Optimal,0-1yr,0,0.14,0.0057,0.46,0.585,Ready in 12 Months,0.662,Star (High Eng + High Perf),2024-10
EMP02003,Operations,Operations Analyst,IC2,MGR0064,Hybrid,43,Female,Master's,1.4,0.7,3.1,2.53,0,3.03,2.55,2.85,2.65,0.48,2.09,3.51,72.4,4,66.3,58.5,3.39,3.46,Medium,16,14.2,3,181,2,9.6,0.73,0,0,0,0.47,Aligned,18.05,0.242,1.077,Optimal,1-3yr,0,0.427,0.0294,-0.56,0.39,Development Needed,0.255,Star (High Eng + High Perf),2024-10
EMP02004,Customer Success,CS Manager,IC2,MGR0016,Hybrid,34,Female,Bachelor's,0.5,0.2,1.0,1.0,0,1.7,1.0,2.85,1.48,0.7,1.08,1.0,38.3,5,34.6,36.8,2.64,2.3,Medium,0,21.7,9,162,6,0.0,0.0,0,0,0,0.0,Slight Inflation,7.96,0.934,0.964,Optimal,0-1yr,0,0.36,0.0,-0.4,0.09,Not Yet Ready,0.0,Needs Support (Low Eng + Low Perf),2024-10
EMP02005,Customer Success,CS Manager,IC2,MGR0052,Hybrid,39,Male,Master's,6.2,3.3,2.0,1.87,0,1.98,1.69,2.85,1.87,0.29,2.06,1.77,43.9,5,41.4,40.7,2.19,2.16,Medium,11,22.5,4,174,4,0.0,0.18,0,1,0,0.13,Aligned,8.72,0.604,1.036,Optimal,3-7yr,0,0.391,0.0118,0.19,0.313,Not Yet Ready,0.087,Needs Support (Low Eng + Low Perf),2024-10
EMP02006,HR,Recruiter,M2,MGR0019,On-Site,33,Female,Associate's,1.5,0.6,3.0,2.88,0,3.12,2.61,2.83,1.87,0.51,2.39,1.92,72.2,8,77.9,48.5,2.25,3.7,Medium,26,22.8,0,190,5,5.6,0.55,0,0,0,0.12,Slight Inflation,9.11,0.256,0.974,Optimal,1-3yr,0,0.36,0.0046,0.52,0.353,Development Needed,0.226,Flight Risk (Low Eng + High Perf),2024-10
EMP02007,Customer Success,CS Specialist,M2,MGR0069,On-Site,26,Female,Bachelor's,3.6,2.6,4.1,3.72,0,4.21,3.44,4.15,3.93,0.77,3.92,2.66,98.4,8,96.1,76.2,3.75,2.88,Medium,36,22.5,2,171,10,12.6,1.36,1,0,1,0.28,Slight Inflation,12.38,0.428,0.877,Under-Utilized,3-7yr,0,0.36,0.0078,-0.01,0.792,Ready Now,0.552,Star (High Eng + High Perf),2024-10
EMP02008,Product,UX Researcher,IC2,MGR0140,On-Site,41,Male,Master's,0.5,0.2,2.4,2.67,0,3.21,2.63,4.15,2.71,0.58,1.95,2.28,55.7,5,49.7,33.9,2.43,4.16,Medium,2,15.7,5,169,6,0.4,0.23,0,0,0,-0.17,Slight Inflation,10.8,0.767,1.006,Optimal,0-1yr,0,0.365,-0.085,-0.76,0.296,Not Yet Ready,0.11,Needs Support (Low Eng + Low Perf),2024-10
EMP02009,Marketing,Marketing Analyst,IC2,MGR0093,On-Site,45,Male,Bachelor's,5.0,2.5,1.9,1.94,0,1.83,2.63,4.15,1.59,-0.01,1.28,2.0,65.0,6,59.7,42.9,1.61,3.7,Medium,10,15.9,1,186,1,0.3,0.42,0,0,0,0.06,Aligned,10.97,1.178,1.107,Optimal,3-7yr,0,0.453,0.006,-0.31,0.322,Not Yet Ready,0.082,Needs Support (Low Eng + Low Perf),2024-10
EMP02010,Engineering,DevOps Engineer,IC1,MGR0005,Hybrid,54,Female,Associate's,3.0,1.4,4.1,4.03,0,4.05,3.71,4.15,4.13,0.34,2.19,2.94,96.8,4,91.6,56.1,3.09,3.48,Medium,46,20.4,2,185,2,9.3,0.94,1,0,1,-0.03,Aligned,24.38,0.231,1.156,Optimal,1-3yr,0,0.495,-0.0007,-1.94,0.777,Ready Now,0.414,Star (High Eng + High Perf),2024-10
EMP02011,Product,Product Analyst,Director,MGR0042,Hybrid,37,Female,High School,5.2,3.0,3.4,3.44,0,3.97,3.17,3.57,3.57,0.8,2.86,2.6,72.9,8,80.8,45.9,3.05,4.74,Medium,20,29.4,8,197,12,4.8,0.64,0,0,0,0.06,Slight Inflation,9.2,0.4,0.938,Optimal,3-7yr,0,0.36,0.003,-0.71,0.559,Ready in 12 Months,0.242,Flight Risk (Low Eng + High Perf),2024-10
EMP02012,Marketing,Content Strategist,IC1,MGR0017,On-Site,26,Female,Master's,6.2,4.7,3.6,3.87,0,4.0,3.44,3.57,3.78,0.56,2.73,3.17,88.7,5,94.2,71.6,4.71,2.74,Medium,47,31.7,1,196,3,7.9,0.81,0,0,0,-0.37,Slight Inflation,17.6,0.293,1.225,Stretched,3-7yr,0,0.555,-0.0079,-1.05,0.634,Ready in 12 Months,0.397,Star (High Eng + High Perf),2024-10
EMP02013,Operations,Supply Chain Specialist,IC2,MGR0111,Hybrid,32,Female,Bachelor's,0.5,0.4,3.4,3.3,0,3.35,3.17,3.57,3.39,0.18,2.49,2.71,52.9,5,54.6,44.7,3.16,2.82,Medium,16,28.1,4,193,5,6.9,0.4,0,0,0,0.2,Aligned,11.06,0.2,1.149,Optimal,0-1yr,0,0.489,0.0125,-0.9,0.41,Development Needed,0.249,Flight Risk (Low Eng + High Perf),2024-10
EMP02014,Customer Success,Onboarding Manager,IC2,MGR0072,Remote,33,Female,Master's,3.5,2.7,3.0,3.03,0,3.14,2.88,3.57,3.17,0.26,2.63,2.44,79.4,4,87.1,49.5,2.87,3.71,Medium,14,20.9,3,182,6,4.2,0.65,0,0,0,-0.03,Aligned,20.7,0.348,1.083,Optimal,3-7yr,0,0.432,-0.0021,-0.54,0.492,Development Needed,0.237,Flight Risk (Low Eng + High Perf),2024-10
EMP02015,Operations,Ops Manager,IC2,MGR0104,Hybrid,36,Female,Master's,4.2,2.8,4.1,4.43,0,4.25,4.07,3.57,4.23,0.18,3.83,2.39,83.0,5,77.5,54.6,2.98,3.16,Medium,26,15.5,2,163,5,7.2,1.07,1,0,1,-0.43,Aligned,16.68,0.352,0.97,Optimal,3-7yr,0,0.36,-0.0165,-0.4,0.784,Ready Now,0.383,Star (High Eng + High Perf),2024-10
EMP02016,Customer Success,CS Specialist,IC1,MGR0094,Remote,38,Male,Bachelor's,2.9,1.4,3.0,3.46,0,3.42,3.02,3.57,4.23,0.4,2.05,2.33,72.4,3,73.4,38.4,1.91,2.63,Medium,29,15.1,3,171,5,5.5,0.54,0,0,0,-0.46,Aligned,24.37,0.284,1.069,Optimal,1-3yr,0,0.42,-0.0159,-2.18,0.501,Ready in 12 Months,0.158,Flight Risk (Low Eng + High Perf),2024-10
EMP02017,Engineering,ML Engineer,M1,MGR0010,Hybrid,37,Female,Associate's,0.8,0.6,4.5,4.89,1,4.72,4.9,4.75,4.79,-0.18,4.12,3.97,96.3,8,100.0,62.2,4.31,2.68,Medium,64,23.2,0,181,7,9.1,1.31,0,0,1,-0.39,Aligned,11.71,0.096,0.978,Optimal,0-1yr,0,0.36,-0.0061,-0.67,0.647,Ready in 12 Months,0.509,Star (High Eng + High Perf),2024-10
EMP02018,Sales,Sales Development Rep,IC1,MGR0016,Hybrid,41,Male,High School,6.4,2.1,4.0,3.66,1,4.92,4.24,4.75,4.27,0.68,2.99,3.44,89.4,2,85.6,77.7,3.74,2.14,Medium,20,16.4,3,161,5,8.4,0.74,1,0,1,0.34,Slight Inflation,45.45,0.354,1.006,Optimal,3-7yr,0,0.365,0.017,-1.28,0.829,Ready Now,0.578,Star (High Eng + High Perf),2024-10
EMP02019,Engineering,DevOps Engineer,IC3,MGR0144,Remote,36,Male,Master's,23.9,10.0,2.4,2.29,0,2.76,2.52,4.75,2.48,0.24,2.2,2.29,54.9,6,57.8,33.6,2.87,3.28,Medium,20,16.5,2,171,7,1.1,0.54,0,0,0,0.21,Aligned,9.17,1.224,0.977,Optimal,7+yr,0,0.36,0.0105,-0.28,0.436,Development Needed,0.095,Needs Support (Low Eng + Low Perf),2024-10
EMP02020,Finance,Financial Analyst,IC1,MGR0042,On-Site,22,Male,Master's,13.9,10.0,3.4,3.07,0,4.4,3.53,4.75,3.57,0.87,2.56,2.46,63.2,5,63.6,61.7,2.83,3.75,Medium,22,15.5,2,172,3,5.9,0.61,0,0,0,0.43,Slight Inflation,12.68,0.628,1.075,Optimal,7+yr,0,0.425,0.0195,-1.01,0.585,Ready in 12 Months,0.358,Star (High Eng + High Perf),2024-10
EMP02021,Product,UX Researcher,IC1,MGR0003,On-Site,36,Female,Bachelor's,6.0,4.2,4.5,4.42,0,4.61,5.0,4.75,4.87,-0.39,3.45,3.69,89.2,3,89.9,64.2,2.94,3.14,Low,37,13.7,0,188,3,5.5,0.76,1,0,1,0.08,Aligned,29.87,0.198,1.175,Optimal,3-7yr,1,0.272,0.0022,-1.42,0.909,Ready Now,0.506,Star (High Eng + High Perf),2024-10
EMP02022,HR,Compensation Analyst,M2,MGR0151,On-Site,35,Female,Master's,2.2,0.8,4.0,4.13,0,3.66,3.62,3.99,3.76,0.04,2.89,3.19,72.3,8,64.4,50.3,2.45,3.82,Medium,50,26.8,2,169,8,8.2,0.73,0,0,1,-0.13,Aligned,9.36,0.203,0.867,Under-Utilized,1-3yr,0,0.36,-0.0026,-0.87,0.54,Ready in 12 Months,0.34,Flight Risk (Low Eng + High Perf),2024-10
EMP02023,Sales,Sales Manager,IC1,MGR0121,Hybrid,39,Non-Binary,Bachelor's,1.6,1.4,3.0,3.0,1,4.3,3.07,3.99,3.41,1.23,1.84,2.78,66.3,3,70.5,53.6,3.1,3.15,Medium,36,33.3,4,194,3,3.8,0.85,0,0,0,0.0,Significant Inflation,21.87,0.64,1.212,Stretched,1-3yr,0,0.544,0.0,-1.57,0.423,Development Needed,0.246,Flight Risk (Low Eng + High Perf),2024-10
EMP02024,Engineering,DevOps Engineer,M1,MGR0156,On-Site,32,Male,Bachelor's,0.5,0.4,1.9,1.73,0,2.27,1.6,1.71,1.86,0.67,1.84,1.0,34.0,7,34.4,24.1,1.08,2.97,Medium,0,19.2,1,183,5,0.0,0.0,0,1,0,0.27,Slight Inflation,4.7,0.359,0.989,Optimal,0-1yr,0,0.36,0.27,-0.02,0.171,Not Yet Ready,0.041,Needs Support (Low Eng + Low Perf),2024-10
EMP02025,Marketing,Growth Manager,IC2,MGR0173,On-Site,36,Male,Bachelor's,2.2,1.6,1.6,1.21,0,1.95,1.69,1.71,2.08,0.26,1.0,1.43,37.7,3,33.1,35.9,2.36,3.45,Medium,0,29.8,4,197,4,0.3,0.0,0,0,0,0.29,Aligned,12.87,0.145,1.173,Optimal,1-3yr,0,0.51,0.29,-1.08,0.196,Not Yet Ready,0.035,Needs Support (Low Eng + Low Perf),2024-10
EMP02026,Sales,Sales Manager,IC1,MGR0196,Hybrid,39,Male,Bachelor's,0.7,0.2,2.2,1.79,0,1.72,2.12,1.71,2.12,-0.4,1.0,1.62,49.3,2,46.6,36.3,2.19,3.01,Medium,5,14.4,3,185,4,1.1,0.1,0,0,0,0.21,Aligned,23.2,0.234,1.156,Optimal,0-1yr,0,0.495,0.042,-1.12,0.215,Not Yet Ready,0.075,Needs Support (Low Eng + Low Perf),2024-10
EMP02027,Product,Product Manager,Director,MGR0024,On-Site,33,Male,Bachelor's,1.2,0.6,2.5,1.95,0,2.9,2.31,1.47,2.23,0.59,1.0,1.65,54.5,8,57.9,26.3,2.72,3.15,Medium,7,31.3,3,179,11,1.8,0.41,0,0,0,0.55,Slight Inflation,6.98,0.719,0.852,Under-Utilized,1-3yr,0,0.36,0.0786,-1.23,0.291,Not Yet Ready,0.08,Needs Support (Low Eng + Low Perf),2024-10
EMP02028,Customer Success,Onboarding Manager,IC1,MGR0019,Remote,40,Female,Master's,8.9,3.1,3.1,2.7,0,3.63,3.35,1.47,3.55,0.28,1.91,2.32,64.7,5,64.9,54.1,2.76,3.13,Medium,23,19.5,9,175,2,2.7,0.56,0,0,0,0.3,Aligned,12.38,1.175,1.094,Optimal,7+yr,0,0.441,0.013,-1.64,0.523,Ready in 12 Months,0.253,Star (High Eng + High Perf),2024-10
EMP02029,Sales,Sales Development Rep,M1,MGR0075,On-Site,35,Male,Master's,13.8,7.1,2.5,2.76,0,2.34,2.42,2.14,2.3,-0.08,2.13,1.67,56.1,6,48.2,28.6,2.33,2.15,Medium,0,20.0,0,186,7,0.2,0.17,0,0,0,-0.26,Aligned,9.22,0.144,1.005,Optimal,7+yr,0,0.364,-0.26,-0.17,0.428,Development Needed,0.073,Needs Support (Low Eng + Low Perf),2024-10
EMP02030,Customer Success,CS Manager,IC1,MGR0040,Hybrid,36,Female,Master's,11.9,7.6,3.4,4.04,0,3.74,3.52,2.14,3.7,0.22,2.86,2.57,88.7,3,90.4,69.4,4.38,3.42,Low,33,15.7,3,172,3,10.9,0.97,0,0,0,-0.54,Aligned,29.83,0.867,1.075,Optimal,7+yr,0,0.185,-0.0164,-0.84,0.649,Ready in 12 Months,0.411,Star (High Eng + High Perf),2024-10
EMP02031,Product,Product Analyst,M1,MGR0046,Hybrid,22,Female,Bachelor's,0.9,0.7,1.5,1.64,0,1.78,1.0,1.35,1.38,0.78,1.57,1.27,58.9,6,54.1,43.3,2.36,2.29,Medium,17,24.3,1,186,8,3.6,0.05,0,1,0,-0.14,Slight Inflation,9.93,0.391,1.005,Optimal,0-1yr,0,0.364,-0.0082,0.19,0.178,Not Yet Ready,0.042,Needs Support (Low Eng + Low Perf),2024-10
EMP02032,Engineering,Software Engineer,IC1,MGR0040,Remote,25,Male,Bachelor's,9.2,4.3,2.4,2.83,1,2.29,3.19,1.35,2.42,-0.9,1.8,2.7,59.4,5,55.2,50.9,2.21,2.9,Medium,4,31.4,2,203,4,0.0,0.03,0,0,0,-0.33,UnderEstimates Self,11.46,0.92,1.269,Stretched,7+yr,0,0.593,-0.0825,-0.62,0.431,Development Needed,0.171,Needs Support (Low Eng + Low Perf),2024-10
EMP02033,Product,UX Researcher,IC2,MGR0062,Hybrid,25,Female,PhD,0.6,0.4,3.5,3.76,0,4.45,3.04,1.35,3.6,1.41,1.73,2.52,73.7,4,73.3,52.7,3.08,4.87,Low,30,15.6,5,185,4,8.2,0.59,0,0,0,-0.26,Significant Inflation,18.68,1.552,1.101,Optimal,0-1yr,0,0.207,-0.0087,-1.87,0.465,Development Needed,0.317,Star (High Eng + High Perf),2024-10
EMP02034,Sales,Sales Manager,M1,MGR0018,Hybrid,36,Male,Master's,2.8,1.1,4.4,4.62,0,3.73,3.96,4.66,3.6,-0.23,3.57,2.83,85.3,6,72.1,66.8,3.24,4.07,Medium,36,21.4,1,187,7,6.4,1.01,1,0,1,-0.12,Aligned,14.02,0.484,1.011,Optimal,1-3yr,0,0.37,-0.0033,-0.03,0.752,Ready Now,0.575,Star (High Eng + High Perf),2024-10
EMP02035,Marketing,Content Strategist,M2,MGR0140,On-Site,45,Male,High School,4.1,2.1,5.0,4.94,0,4.44,5.0,5.0,3.6,-0.56,3.66,4.4,99.6,8,92.5,67.1,3.19,2.63,Medium,49,57.30000000000001,6,234,9,11.8,1.24,1,0,1,0.06,UnderEstimates Self,12.5,0.323,1.2,Optimal,3-7yr,0,0.533,0.0012,0.06,0.855,Ready Now,0.629,Star (High Eng + High Perf),2024-10
EMP02036,Operations,Ops Manager,M2,MGR0142,On-Site,34,Female,Bachelor's,2.5,2.2,3.9,4.18,0,4.34,3.96,3.89,4.06,0.38,3.65,3.6,74.9,8,78.6,70.3,3.66,2.43,Medium,40,32.5,2,185,9,4.0,0.73,0,0,1,-0.18,Aligned,9.36,0.242,0.949,Optimal,1-3yr,0,0.36,-0.0045,-0.41,0.574,Ready in 12 Months,0.538,Star (High Eng + High Perf),2024-10
EMP02037,Sales,Sales Manager,M1,MGR0082,On-Site,41,Female,Master's,12.1,9.1,4.1,4.13,1,3.9,3.36,4.07,3.78,0.54,2.8,2.76,85.9,8,92.3,79.7,2.45,2.9,Medium,63,21.9,0,180,8,10.1,1.14,0,0,1,-0.13,Slight Inflation,10.88,0.371,0.973,Optimal,7+yr,0,0.36,-0.0021,-0.98,0.685,Ready in 6 Months,0.569,Star (High Eng + High Perf),2024-10
EMP02038,Product,Product Analyst,M2,MGR0189,Hybrid,40,Male,Bachelor's,1.6,1.0,2.5,2.13,0,3.07,2.1,2.61,2.59,0.97,1.68,1.72,60.6,8,56.5,33.7,2.14,3.37,Medium,11,21.2,1,182,9,1.9,0.11,0,0,0,0.37,Slight Inflation,7.58,0.485,0.933,Optimal,1-3yr,0,0.36,0.0336,-0.91,0.33,Not Yet Ready,0.102,Needs Support (Low Eng + Low Perf),2024-10
EMP02039,Operations,Ops Manager,IC1,MGR0108,On-Site,36,Male,Master's,3.0,1.4,5.0,4.9,0,5.0,4.76,2.61,4.92,0.24,4.31,3.85,100.0,3,96.0,95.1,3.62,1.77,Low,50,17.6,2,169,3,12.4,1.35,1,0,1,0.1,Aligned,33.33,1.316,1.056,Optimal,1-3yr,0,0.168,0.002,-0.61,0.897,Ready Now,0.91,Star (High Eng + High Perf),2024-10
EMP02040,Product,Product Analyst,IC2,MGR0012,Hybrid,39,Male,PhD,0.5,0.3,1.6,1.68,0,1.96,4.76,2.61,1.75,0.82,1.0,1.13,44.8,6,49.6,40.3,1.03,2.88,Medium,10,21.0,2,194,4,0.0,0.31,0,0,0,-0.18,Slight Inflation,7.82,1.465,1.155,Optimal,0-1yr,0,0.494,-0.018,-0.75,0.158,Not Yet Ready,0.041,Needs Support (Low Eng + Low Perf),2024-10
