EmployeeID,Department,JobRole,JobLevel,ManagerID,LocationType,Age,Gender,EducationLevel,YearsAtCompany,YearsSinceLastPromotion,PerformanceRating,HistoricalRatingAvg,CalibrationAdjustedFlag,SelfRating,PeerAvgRating,SubordinateAvgRating,Overall360Score,SelfOtherGap,Leadership360,Collaboration360,OKRCompletionPct,NumOKRsAssigned,WeightedGoalAttainment,EngagementScore,JobSatisfaction,WorkLifeBalanceRating,BurnoutRisk,TrainingHoursLastYear,OvertimeHoursMonthly,AbsenteeismDays,AvgMonthlyHours,ProjectsHandled,PercentSalaryHikeLast,BonusPayoutPct,HighPotentialFlag,PIPHistoryFlag
EMP02144,Marketing,Content Strategist,IC1,MGR0112,Remote,44,Male,Bachelor's,4.2,1.8,2.0,2.61,1,2.67,2.1,,2.09,0.57,2.41,1.92,62.2,4,62.8,61.2,2.32,3.95,Medium,14,14.1,5,182,4,0.0,0.45,0,0
EMP02145,Engineering,DevOps Engineer,IC2,MGR0080,On-Site,35,Female,Master's,17.9,10.0,3.0,3.04,0,3.1,2.72,,,0.38,2.51,1.9,85.4,3,82.0,100.0,2.33,2.67,Low,28,22.3,4,197,4,7.0,0.83,0,0
EMP02146,Customer Success,Onboarding Manager,IC2,MGR0118,On-Site,36,Female,Bachelor's,4.0,3.1,2.0,2.6,0,2.62,1.66,,2.32,0.96,1.34,1.4,51.1,6,51.0,26.8,2.54,2.04,High,3,41.7,0,212,3,0.0,0.15,0,0
EMP02147,Engineering,ML Engineer,IC1,MGR0172,On-Site,49,Female,Master's,1.8,1.4,1.5,1.8,0,1.92,1.29,,1.43,0.63,1.0,1.0,68.2,3,67.4,43.0,2.89,3.4,Medium,20,22.6,1,181,2,5.3,0.51,0,1
EMP02148,Marketing,Growth Manager,IC3,MGR0002,Hybrid,41,Non-Binary,Bachelor's,4.4,2.3,4.0,3.95,0,3.64,4.18,,3.75,-0.54,3.09,,83.5,7,80.0,81.7,4.16,4.15,Low,38,17.1,3,170,6,14.1,1.0,1,0
EMP02149,Operations,Supply Chain Specialist,M2,MGR0023,Remote,25,Male,Master's,3.4,1.4,2.0,1.42,0,3.1,1.27,2.15,2.17,1.83,2.13,1.0,63.5,8,58.4,45.7,1.88,2.09,Medium,25,24.3,2,197,8,2.5,0.58,0,0
EMP02150,Product,UX Researcher,IC2,MGR0046,Remote,42,Male,PhD,7.5,6.0,4.5,4.67,1,5.0,4.3,,4.64,0.7,3.38,2.82,100.0,5,100.0,73.4,5.0,3.34,Medium,53,58.5,0,232,4,11.1,1.43,0,0
EMP02151,Engineering,DevOps Engineer,IC2,MGR0073,Hybrid,44,Male,Master's,3.9,1.9,3.0,2.92,0,2.74,2.66,,2.64,0.08,2.1,2.29,79.1,5,85.3,47.3,2.57,3.43,Low,27,14.6,0,171,6,4.1,0.52,0,0
EMP02152,Product,Product Analyst,Director,MGR0054,On-Site,47,Male,Bachelor's,4.0,3.0,3.5,3.82,0,3.96,3.57,3.1,3.54,0.39,2.69,2.99,92.7,8,80.4,63.1,2.82,4.64,Low,46,24.7,1,194,12,7.7,1.06,0,0
EMP02153,Engineering,Data Engineer,IC2,MGR0071,Hybrid,31,Male,Master's,1.0,0.8,3.0,3.32,0,3.89,3.28,,3.31,0.61,2.89,2.25,61.5,5,55.7,56.2,3.72,3.62,Medium,31,15.1,3,186,4,6.7,0.74,0,0
EMP02154,Engineering,Software Engineer,IC2,MGR0125,Remote,31,Female,High School,2.1,1.6,4.0,4.28,0,4.46,3.33,,3.88,1.13,2.84,2.96,73.4,3,72.9,56.0,2.9,2.32,Medium,15,27.7,1,176,8,7.7,0.61,0,0
EMP02155,Customer Success,Onboarding Manager,IC2,MGR0081,On-Site,27,Male,Master's,1.7,0.9,1.5,1.32,0,1.63,1.51,,1.61,0.12,1.44,1.51,68.2,4,74.6,30.4,3.39,3.54,Medium,9,28.3,2,177,6,0.2,0.34,0,1
EMP02156,Finance,Financial Analyst,M2,MGR0009,On-Site,37,Female,Bachelor's,0.5,0.4,3.0,3.32,0,3.25,3.21,2.0,2.82,0.04,2.87,2.93,65.8,8,67.9,30.2,1.75,3.3,Medium,16,23.4,1,183,5,4.7,0.39,0,0
EMP02157,Finance,Finance Manager,IC3,MGR0070,Hybrid,40,Female,Bachelor's,1.5,1.0,3.5,3.2,0,3.7,3.06,,3.72,0.64,2.13,1.98,100.0,5,100.0,69.2,3.47,3.48,Medium,40,19.3,1,164,7,8.4,1.04,0,0
EMP02158,HR,HR Business Partner,M1,MGR0172,Hybrid,30,Male,Bachelor's,2.7,1.7,3.0,2.66,0,3.24,,3.22,3.23,0.0,2.45,2.85,66.9,7,62.1,56.9,3.79,1.86,Medium,6,31.4,1,186,9,5.5,0.12,0,0
EMP02159,Sales,Account Executive,M1,MGR0084,On-Site,33,Male,Bachelor's,3.7,2.7,3.0,3.35,0,3.75,2.55,3.09,3.13,1.2,3.16,1.79,71.4,6,64.6,57.6,3.13,2.26,Medium,28,19.4,4,180,6,7.2,0.65,0,0
EMP02160,Marketing,Marketing Analyst,IC2,MGR0074,Hybrid,22,Female,PhD,10.9,3.6,2.0,1.83,0,2.49,2.11,,2.12,0.38,1.75,1.32,39.9,6,36.2,45.0,1.6,2.37,Medium,0,27.8,3,185,6,0.0,0.23,0,1
EMP02161,Marketing,Content Strategist,IC2,MGR0073,On-Site,47,Female,PhD,1.1,0.6,2.0,1.98,0,1.95,2.31,,1.98,-0.36,1.82,1.69,65.5,7,63.6,51.1,2.78,4.67,Medium,0,14.8,0,157,8,4.9,0.53,0,1
EMP02162,Marketing,Marketing Analyst,M1,MGR0012,Remote,22,Female,Bachelor's,0.7,0.6,3.5,3.31,0,3.69,3.13,3.19,3.34,0.56,2.64,2.44,84.9,8,90.4,66.0,3.51,3.24,Medium,38,20.8,1,187,7,9.3,1.05,0,0
EMP02163,HR,HR Business Partner,IC2,MGR0032,Hybrid,37,Female,Bachelor's,8.1,3.2,2.0,1.9,0,2.14,1.81,,1.93,0.33,2.14,1.29,58.9,5,53.2,40.0,3.12,2.46,Medium,4,19.6,3,175,5,3.5,0.25,0,1
EMP02164,Finance,Financial Analyst,M1,MGR0162,Hybrid,36,Non-Binary,Bachelor's,11.4,6.3,4.0,4.51,0,4.42,4.29,4.23,4.31,0.13,4.18,3.79,92.1,7,91.4,60.5,4.58,3.4,Low,24,19.0,2,161,5,8.7,0.57,1,0
EMP02165,Operations,Ops Manager,M2,MGR0083,On-Site,35,Female,Associate's,2.7,1.5,2.5,2.36,0,2.35,1.57,3.06,2.33,0.78,1.86,1.0,67.4,8,70.9,49.6,2.94,3.37,Medium,18,20.6,1,184,10,4.4,0.59,0,0
EMP02166,Product,Product Manager,IC3,MGR0033,On-Site,35,Female,Master's,0.5,0.3,3.5,3.32,0,3.2,3.57,,3.23,-0.37,3.14,3.15,62.0,7,60.4,32.8,2.71,3.55,Medium,28,18.5,1,179,8,8.9,0.45,0,0
EMP02167,Customer Success,Onboarding Manager,IC3,MGR0064,On-Site,26,Female,Master's,2.7,1.7,2.5,2.18,0,2.43,3.03,,2.6,-0.6,1.36,2.3,67.8,7,64.7,56.4,2.57,2.32,Medium,28,23.1,1,191,8,4.5,0.47,0,0
EMP02168,Product,Product Manager,M1,MGR0048,Hybrid,32,Female,Bachelor's,0.5,0.4,2.5,2.69,0,2.18,1.36,2.61,,0.82,2.45,1.12,61.0,8,57.1,44.3,2.93,3.4,Medium,17,31.4,2,191,4,2.5,0.52,0,0
EMP02169,Operations,Operations Analyst,M1,MGR0016,On-Site,42,Male,Master's,8.6,3.9,3.0,3.01,0,2.69,3.28,3.14,3.04,-0.59,2.72,2.54,65.2,7,65.2,33.6,3.17,2.87,Medium,24,28.5,1,189,10,5.6,0.65,0,0
EMP02170,Customer Success,CS Specialist,IC2,MGR0178,Hybrid,45,Non-Binary,Bachelor's,4.9,3.5,3.5,3.23,0,4.29,,,3.76,0.6,2.08,2.71,86.7,3,91.5,69.3,3.69,2.62,Low,43,20.3,1,183,5,8.7,0.82,0,0
EMP02171,HR,L&D Specialist,IC1,MGR0114,Hybrid,31,Male,Bachelor's,1.1,0.8,2.5,2.07,1,2.75,2.38,,2.51,0.37,2.31,1.65,78.2,4,85.9,24.2,1.85,4.21,Medium,3,20.7,7,174,4,2.3,0.57,0,0
EMP02172,Operations,Operations Analyst,IC2,MGR0151,Remote,22,Female,Master's,8.7,5.7,5.0,5.0,1,5.0,5.0,,4.98,0.0,3.2,3.61,100.0,5,100.0,76.1,3.15,4.28,Medium,49,20.2,0,181,6,10.9,1.28,1,0
EMP02173,Marketing,Growth Manager,IC3,MGR0026,On-Site,28,Male,Master's,4.1,1.5,3.5,3.52,0,3.82,3.49,,3.44,0.33,3.72,2.37,87.9,5,84.7,66.1,4.06,3.42,Medium,23,22.2,4,190,6,10.1,0.65,0,0
EMP02174,Sales,Sales Manager,IC2,MGR0054,On-Site,49,Male,Bachelor's,12.3,7.9,3.0,3.16,0,3.35,2.71,,2.9,0.64,2.37,2.12,55.9,4,48.6,56.0,1.81,2.78,Low,14,14.1,1,186,4,1.6,0.15,0,0
EMP02175,Engineering,ML Engineer,IC3,MGR0172,Remote,29,Male,Bachelor's,15.7,10.0,3.5,3.32,0,3.92,3.83,,3.48,0.09,,3.48,91.7,5,80.7,49.1,3.15,3.29,Medium,15,19.9,1,198,9,6.3,0.99,0,0
EMP02176,Product,UX Researcher,IC2,MGR0037,Remote,34,Male,Bachelor's,0.5,0.3,3.5,2.99,0,4.04,3.4,,3.83,0.64,2.32,2.38,93.4,5,80.1,59.6,4.64,1.0,Low,31,20.5,3,187,2,11.0,0.78,0,0
EMP02177,Finance,Accountant,IC3,MGR0009,On-Site,46,Male,Bachelor's,0.5,0.3,1.0,1.0,0,1.45,1.04,,1.27,0.41,1.3,1.0,46.8,8,44.0,35.0,2.25,4.4,Medium,2,23.2,0,172,8,0.0,0.0,0,1
EMP02178,Finance,Accountant,IC1,MGR0013,Hybrid,30,Female,Master's,3.2,2.8,2.0,2.02,0,3.42,1.56,,,1.86,1.67,1.2,56.8,4,55.1,39.6,2.56,4.47,Medium,0,17.7,0,185,5,0.0,0.48,0,0
EMP02179,HR,Compensation Analyst,IC3,MGR0060,On-Site,33,Male,Associate's,12.5,9.7,3.0,2.71,0,2.89,2.08,,2.5,0.81,2.47,2.05,67.4,6,71.1,70.6,2.64,4.43,Medium,21,25.6,5,184,5,4.6,0.72,0,0
EMP02180,Customer Success,CS Specialist,IC2,MGR0106,Remote,41,Male,Bachelor's,20.6,10.0,1.5,1.59,0,1.38,1.0,,1.13,0.38,1.0,1.0,50.7,6,44.2,50.9,2.5,2.52,Medium,10,17.7,2,192,1,0.3,0.13,0,1
EMP02181,Finance,FP&A Analyst,IC1,MGR0126,Remote,48,Male,Bachelor's,3.4,3.0,5.0,4.86,0,5.0,5.0,,4.88,0.0,3.47,3.81,90.7,4,82.2,79.1,4.72,3.18,Low,37,13.2,3,163,3,14.7,1.34,0,0
EMP02182,Marketing,Content Strategist,IC2,MGR0080,Hybrid,29,Female,Bachelor's,0.8,0.3,4.0,3.53,0,3.77,4.13,,4.02,-0.36,2.63,2.95,89.0,5,87.0,75.8,3.69,4.22,Low,29,14.3,1,187,5,11.0,1.07,0,0
EMP02183,Product,UX Researcher,IC3,MGR0128,Remote,46,Male,Master's,0.7,0.5,2.5,2.57,0,2.68,2.25,,2.92,0.43,,1.22,71.7,8,76.2,48.3,2.84,2.05,Low,20,22.8,2,199,4,8.9,0.68,0,0
EMP02184,Operations,Supply Chain Specialist,IC2,MGR0130,Remote,32,Male,Bachelor's,5.8,3.2,2.5,2.44,0,2.42,2.6,,2.46,-0.18,1.88,1.85,53.9,3,47.0,54.7,2.59,3.38,Low,0,19.5,2,185,1,6.2,0.96,0,0
EMP02185,Marketing,Content Strategist,IC1,MGR0060,Remote,27,Male,Master's,3.6,1.9,3.0,2.72,0,3.33,3.05,,,0.28,1.64,3.09,68.7,2,62.6,44.6,2.68,2.83,Low,15,14.2,2,190,2,1.5,0.57,0,0
EMP02186,HR,Compensation Analyst,Director,MGR0185,Remote,36,Female,Bachelor's,3.2,2.0,2.5,2.9,0,2.83,1.77,2.5,2.37,1.06,3.36,1.24,52.6,8,51.9,46.8,2.3,1.49,Medium,0,24.0,5,197,8,0.0,0.0,0,0
EMP02187,Marketing,Marketing Analyst,IC3,MGR0115,Remote,25,Male,Master's,2.5,0.8,1.0,1.0,0,1.0,1.2,,1.12,-0.2,1.94,1.0,44.9,7,41.8,42.9,1.0,3.63,Medium,0,23.0,1,183,5,0.0,0.18,0,0
EMP02188,Operations,Ops Manager,Director,MGR0043,On-Site,38,Male,Associate's,5.2,2.5,4.5,4.48,0,5.0,3.73,4.42,4.38,1.27,3.93,2.49,100.0,8,100.0,82.9,4.25,3.36,Low,49,22.9,2,169,10,9.2,1.23,1,0
EMP02189,Sales,Sales Development Rep,IC2,MGR0147,Remote,60,Male,Associate's,7.8,3.1,3.5,3.29,0,3.48,3.18,,3.58,0.3,,3.02,84.6,6,81.5,82.0,4.39,3.27,Low,71,15.2,3,167,5,8.4,1.21,0,0
EMP02190,HR,Recruiter,IC2,MGR0124,Hybrid,43,Non-Binary,Associate's,1.4,0.5,1.5,1.33,0,1.42,1.06,,1.43,0.36,,1.0,53.4,4,57.5,36.1,2.55,2.3,Medium,1,16.3,0,162,4,2.2,0.38,0,0
EMP02191,Sales,Sales Manager,M2,MGR0139,On-Site,34,Male,Master's,1.0,0.5,4.0,3.72,0,4.48,3.97,4.05,4.17,0.51,3.19,,87.4,8,94.8,59.1,2.98,4.13,Medium,41,37.3,0,205,11,8.3,0.55,0,0
EMP02192,Engineering,ML Engineer,IC2,MGR0047,Hybrid,43,Female,Associate's,4.4,3.4,3.5,4.57,0,3.8,,,3.7,0.33,3.21,2.87,66.2,5,60.6,57.1,2.63,3.52,Medium,24,23.8,2,177,3,8.9,0.87,0,0
EMP02193,Sales,Account Executive,IC3,MGR0063,Hybrid,27,Male,Bachelor's,9.8,4.1,3.5,3.57,1,3.8,2.35,,3.38,1.45,3.26,1.69,75.9,5,70.7,73.3,1.93,3.56,Low,43,22.5,1,178,7,4.5,0.82,0,0
EMP02194,Engineering,DevOps Engineer,IC2,MGR0135,Hybrid,28,Male,Bachelor's,1.7,1.1,1.5,1.48,1,1.4,1.83,,1.49,-0.43,1.0,1.32,40.1,6,37.3,36.5,2.29,3.96,Medium,0,17.7,2,183,4,1.1,0.29,0,0
EMP02195,Engineering,DevOps Engineer,IC2,MGR0094,On-Site,34,Male,Bachelor's,1.3,1.0,1.5,1.69,0,1.35,1.42,,1.51,-0.07,1.07,1.0,41.6,6,39.9,31.3,2.29,3.67,Medium,0,18.3,1,183,6,3.4,0.0,0,0
EMP02196,Sales,Sales Development Rep,IC1,MGR0123,On-Site,35,Male,Master's,1.0,0.4,3.5,3.63,0,4.12,3.74,,3.93,0.38,2.33,2.44,96.5,4,83.6,62.8,4.17,2.69,Medium,54,13.5,2,169,3,4.7,1.08,0,0
EMP02197,HR,Compensation Analyst,IC1,MGR0031,Hybrid,24,Male,Associate's,1.2,1.0,1.5,1.68,0,1.77,1.41,,1.65,0.36,1.0,1.44,41.1,4,43.2,29.2,3.76,3.61,Medium,0,26.7,1,192,4,1.7,0.0,0,1
EMP02198,Customer Success,Onboarding Manager,IC1,MGR0055,On-Site,32,Male,Bachelor's,0.6,0.5,3.5,2.91,1,3.89,3.46,,3.74,0.43,1.76,3.01,76.9,2,67.8,38.8,2.99,3.27,Medium,12,13.6,0,191,3,0.0,0.54,0,0
EMP02199,Operations,Ops Manager,IC1,MGR0153,Hybrid,33,Male,Master's,3.6,1.6,2.5,2.6,0,2.86,1.9,,2.45,0.96,2.04,1.51,65.3,3,70.0,60.5,3.56,3.25,Medium,24,23.4,4,194,3,2.8,0.54,0,0
EMP02200,Marketing,Content Strategist,Director,MGR0200,Remote,47,Female,Master's,1.3,1.2,2.5,2.41,1,3.07,2.13,2.8,2.67,0.94,2.39,1.73,71.9,8,71.5,53.2,1.64,3.68,Medium,16,24.2,0,183,9,1.1,0.33,0,0
EMP02201,Marketing,Content Strategist,IC1,MGR0030,On-Site,24,Non-Binary,Associate's,3.8,2.7,3.0,2.79,0,3.28,2.82,,3.28,0.46,2.04,2.55,72.6,4,70.4,59.3,2.83,2.39,Low,26,23.3,0,192,1,6.1,0.63,0,0
EMP02202,Operations,Supply Chain Specialist,IC3,MGR0036,Hybrid,23,Male,Master's,0.5,0.2,2.0,2.44,0,2.21,2.14,,,0.07,1.84,1.03,73.0,6,74.1,43.0,3.37,1.17,Medium,0,18.9,2,166,6,4.4,0.19,0,1
EMP02203,Product,UX Researcher,M1,MGR0050,On-Site,36,Female,High School,0.5,0.4,3.5,3.07,0,4.09,3.24,3.55,3.63,0.85,,2.75,73.7,8,79.9,51.9,3.3,2.93,Medium,12,49.8,3,208,7,7.9,0.93,0,0
EMP02204,Product,Product Analyst,IC3,MGR0142,Remote,44,Non-Binary,Bachelor's,3.1,2.2,2.0,1.73,1,3.19,1.65,,2.18,1.54,2.28,1.63,75.2,6,69.5,60.8,3.86,1.89,Medium,25,36.2,16,194,7,3.5,0.57,0,1
EMP02205,Engineering,DevOps Engineer,IC1,MGR0029,Hybrid,39,Female,Bachelor's,2.9,1.9,5.0,4.92,0,4.8,4.58,,4.72,0.22,4.05,4.23,90.3,5,82.9,69.1,4.82,2.89,Low,46,28.7,5,194,5,10.2,1.5,1,0
EMP02206,Engineering,Software Engineer,IC3,MGR0155,On-Site,37,Male,Master's,1.3,0.9,1.5,1.5,0,1.58,1.53,,1.63,0.05,1.87,1.5,58.3,5,54.9,30.7,3.5,1.85,Medium,12,17.6,0,161,8,0.0,0.29,0,0
EMP02207,HR,Compensation Analyst,IC3,MGR0117,Remote,32,Female,Bachelor's,7.0,3.2,2.5,2.27,0,2.92,2.37,,2.36,0.55,1.6,2.37,60.3,6,58.6,57.2,3.54,3.26,Medium,5,16.7,3,183,7,3.0,0.65,0,0
EMP02208,Finance,Financial Analyst,IC3,MGR0178,On-Site,40,Male,Bachelor's,0.8,0.7,3.5,3.39,0,2.93,3.09,,3.02,-0.16,2.19,2.41,85.5,7,74.3,56.2,3.11,3.11,Medium,21,42.6,2,184,4,4.2,0.59,0,0
EMP02209,Sales,Sales Manager,M1,MGR0036,On-Site,41,Male,Master's,1.8,1.5,2.0,2.59,0,2.74,1.83,2.59,2.39,0.91,2.28,1.47,63.4,8,64.6,24.6,3.49,3.14,Medium,17,22.6,2,211,6,7.6,0.62,0,0
EMP02210,Engineering,Software Engineer,Director,MGR0162,On-Site,32,Male,Master's,3.2,2.4,2.5,3.04,0,3.12,2.14,1.95,2.4,0.98,3.2,1.47,42.4,8,41.6,43.2,1.64,3.65,Medium,1,38.7,2,183,9,0.0,0.54,0,0
EMP02211,Marketing,Growth Manager,IC3,MGR0021,Hybrid,27,Male,Master's,8.1,2.6,3.5,2.9,0,3.81,3.06,,3.69,0.75,3.17,2.27,91.9,7,90.5,67.5,5.0,4.1,Medium,48,21.3,5,178,3,8.3,1.01,0,0
EMP02212,HR,HR Business Partner,IC2,MGR0038,Hybrid,27,Male,Bachelor's,2.2,1.4,4.5,3.91,0,4.99,3.84,,4.46,1.15,3.51,3.36,69.5,4,63.4,45.3,2.83,2.73,Medium,36,22.4,0,203,8,11.4,0.65,0,0
EMP02213,Sales,Sales Development Rep,IC3,MGR0075,On-Site,42,Male,Master's,2.0,1.4,2.0,2.36,0,2.9,1.42,,2.11,1.48,1.7,1.27,58.5,6,62.0,37.1,2.35,3.37,Medium,0,27.3,3,196,3,4.5,0.52,0,1
EMP02214,HR,HR Business Partner,IC1,MGR0178,On-Site,22,Female,Bachelor's,3.5,2.8,3.0,2.5,1,3.42,2.88,,3.01,0.54,3.63,2.46,75.3,4,71.5,67.8,3.43,3.38,Low,22,18.1,2,195,1,4.6,1.05,0,0
EMP02215,Sales,Sales Development Rep,M2,MGR0126,Hybrid,48,Male,Bachelor's,1.5,1.3,4.0,3.87,0,3.79,3.19,3.9,3.63,0.6,3.72,2.09,96.8,7,98.1,83.3,4.33,2.02,Medium,39,42.1,1,204,8,9.6,1.04,1,0
EMP02216,Sales,Sales Development Rep,IC1,MGR0037,On-Site,31,Female,Master's,4.9,4.2,3.0,3.19,0,3.68,2.61,,3.15,1.07,2.1,2.24,69.3,5,63.1,54.7,3.85,3.92,Low,31,12.4,0,189,4,0.9,0.68,0,0
EMP02217,Operations,Supply Chain Specialist,IC2,MGR0120,Hybrid,37,Male,Bachelor's,1.1,0.6,3.5,3.12,0,4.17,3.63,,3.75,0.54,3.64,3.32,59.6,6,62.8,53.4,2.45,2.47,Medium,28,28.4,0,199,6,6.6,0.86,0,0
EMP02218,Engineering,Data Engineer,M1,MGR0147,On-Site,40,Male,Bachelor's,6.9,5.8,4.5,5.0,0,4.88,4.74,4.15,4.59,0.14,4.41,3.93,97.8,6,90.5,74.5,2.96,2.6,Medium,34,27.3,2,196,5,12.2,1.08,0,0
EMP02219,Customer Success,CS Manager,IC3,MGR0118,Remote,29,Female,Master's,1.3,0.4,2.5,2.47,0,3.85,2.53,,3.07,1.32,1.33,1.74,53.5,3,57.8,45.2,1.92,2.94,Medium,5,19.2,0,174,4,2.1,0.38,0,0
EMP02220,HR,L&D Specialist,IC2,MGR0001,Remote,31,Non-Binary,Bachelor's,19.7,10.0,4.5,4.08,0,4.76,4.69,,4.82,0.07,2.74,3.74,92.0,3,88.7,81.7,4.0,2.36,Medium,46,19.1,5,182,4,10.0,1.17,1,0
EMP02221,Customer Success,CS Specialist,IC2,MGR0168,Hybrid,36,Male,Associate's,1.5,0.6,3.5,3.44,0,3.08,3.41,,3.11,-0.33,2.55,3.15,84.8,5,75.1,73.1,3.96,2.52,Low,34,19.1,0,176,3,9.5,0.83,0,0
EMP02222,HR,Compensation Analyst,M1,MGR0055,Hybrid,28,Male,Master's,8.4,7.0,2.5,2.3,0,2.9,2.03,3.54,2.82,0.87,2.79,1.72,73.0,8,73.2,55.6,2.97,3.58,Medium,15,18.4,1,182,9,5.3,0.07,0,0
EMP02223,Operations,Operations Analyst,IC2,MGR0154,On-Site,26,Female,High School,2.0,1.7,3.0,3.55,0,3.36,3.14,,3.23,0.22,2.01,2.89,53.0,6,52.4,65.7,2.91,2.25,Medium,7,20.1,1,163,1,5.6,0.42,0,0
EMP02224,Marketing,Content Strategist,M1,MGR0171,Remote,27,Male,Bachelor's,1.1,0.5,2.5,2.43,0,3.69,2.57,2.77,3.01,1.12,1.64,2.63,49.3,8,47.1,75.5,2.96,3.94,Low,22,18.5,6,186,9,3.5,0.57,0,0
EMP02225,Customer Success,CS Manager,IC1,MGR0059,On-Site,44,Female,Master's,1.0,0.5,1.5,2.47,1,1.94,1.21,,1.79,0.73,1.56,1.0,50.2,5,53.0,32.5,2.85,2.44,Medium,0,17.8,0,187,4,1.4,0.08,0,0
EMP02226,Marketing,Marketing Analyst,M1,MGR0051,Hybrid,38,Female,Bachelor's,7.6,6.8,3.0,2.83,0,3.2,2.68,2.1,2.66,0.52,1.54,1.83,71.8,8,68.6,53.5,3.73,3.83,Medium,21,19.9,4,182,8,4.9,0.66,0,0
EMP02227,Product,Product Manager,M1,MGR0107,Hybrid,28,Male,PhD,1.5,1.0,1.5,1.68,0,1.3,1.38,1.0,1.23,-0.08,1.27,1.0,53.6,5,47.4,46.9,1.57,3.54,Medium,3,32.3,1,194,7,5.0,0.47,0,0
EMP02228,Engineering,ML Engineer,IC1,MGR0143,Remote,41,Male,Bachelor's,1.7,1.0,3.0,3.34,1,4.02,3.3,,3.15,0.72,,3.22,70.9,5,60.8,59.8,3.47,2.36,Low,23,12.6,3,175,5,2.2,0.73,0,0
EMP02229,Engineering,DevOps Engineer,IC2,MGR0008,Hybrid,29,Male,Bachelor's,0.9,0.5,2.0,2.08,0,1.39,1.77,,,-0.38,1.6,1.67,60.5,4,65.0,39.4,2.78,2.43,Medium,11,16.8,2,177,2,0.0,0.45,0,1
EMP02230,Finance,Financial Analyst,IC1,MGR0094,Remote,22,Male,PhD,13.0,9.3,3.5,2.98,0,3.99,2.34,,3.38,1.65,2.08,1.95,85.7,3,82.9,62.8,2.96,3.65,Low,44,16.2,1,190,1,8.9,0.7,0,0
EMP02231,Operations,Operations Analyst,IC3,MGR0142,Remote,40,Female,Bachelor's,1.1,1.0,4.0,4.24,0,3.5,4.05,,,-0.55,3.02,3.57,76.5,6,75.8,74.2,3.93,4.03,Low,42,23.4,1,182,10,6.5,1.09,0,0
EMP02232,Marketing,Growth Manager,IC2,MGR0097,Hybrid,48,Female,Bachelor's,1.1,0.6,2.0,2.54,1,2.18,1.51,,1.77,0.67,1.81,1.08,61.9,6,54.3,58.9,2.61,3.23,Medium,0,49.1,4,220,5,0.0,0.46,0,0
EMP02233,Sales,Sales Manager,IC3,MGR0007,Remote,39,Female,Bachelor's,11.5,4.6,4.0,4.56,0,4.16,4.06,,3.98,0.1,3.16,,80.2,6,77.9,65.7,3.69,4.1,Low,17,17.1,0,179,8,5.4,0.86,1,0
EMP02234,HR,HR Business Partner,IC1,MGR0018,Remote,22,Female,Master's,9.2,3.8,2.5,2.25,0,2.53,2.54,,2.52,-0.01,1.58,1.82,70.8,4,69.6,60.7,2.14,4.15,Low,10,15.7,0,174,2,3.6,0.51,0,0
EMP02235,Engineering,DevOps Engineer,IC1,MGR0012,On-Site,34,Male,Bachelor's,1.1,0.3,4.5,4.47,0,4.65,4.94,,4.68,-0.29,3.08,4.61,96.3,4,93.0,69.9,2.99,2.5,Low,48,21.1,2,204,2,8.1,1.18,0,0
EMP02236,Customer Success,CS Specialist,IC1,MGR0002,Remote,32,Female,Bachelor's,8.0,5.1,1.5,1.21,0,1.86,1.37,,1.47,0.49,2.28,1.15,59.1,5,64.4,49.9,3.19,4.25,Low,12,15.7,0,166,6,2.1,0.27,0,0
EMP02237,HR,Compensation Analyst,IC2,MGR0178,Hybrid,38,Male,Bachelor's,1.1,0.9,2.5,2.18,0,2.62,2.57,,,0.05,2.39,2.03,51.5,3,51.1,57.0,3.49,3.73,Medium,14,16.2,1,169,5,5.4,0.23,0,0
EMP02238,HR,Compensation Analyst,IC3,MGR0093,Remote,28,Female,Master's,0.5,0.4,2.5,1.93,0,2.75,2.45,,2.54,0.3,1.93,2.03,74.9,6,81.9,55.3,1.22,2.53,Medium,13,29.5,4,192,7,6.3,0.54,0,0
EMP02239,Finance,FP&A Analyst,M1,MGR0149,Hybrid,32,Male,Master's,6.9,6.2,3.5,3.64,0,3.52,3.71,3.55,3.59,-0.19,2.94,,75.5,8,67.0,57.4,2.9,2.73,Low,17,19.7,2,167,7,5.6,0.67,0,0
EMP02240,Marketing,Content Strategist,IC3,MGR0007,Hybrid,23,Female,Bachelor's,5.9,5.0,3.5,3.5,0,3.7,2.16,,3.35,1.54,2.98,1.47,66.4,6,71.7,59.4,1.58,4.1,Medium,20,19.3,2,166,5,3.5,0.94,0,0
EMP02241,Engineering,DevOps Engineer,IC2,MGR0012,Remote,36,Female,Bachelor's,1.4,0.8,2.5,2.62,0,3.19,2.16,,2.48,1.03,1.57,2.05,69.4,6,68.6,49.1,4.07,4.4,Medium,11,16.2,2,186,6,2.2,0.51,0,0
EMP02242,HR,L&D Specialist,Director,MGR0084,On-Site,23,Male,Bachelor's,0.5,0.3,3.0,2.7,1,3.12,2.81,2.99,2.97,0.31,2.7,1.74,79.7,8,73.7,65.0,2.45,3.06,Medium,5,47.9,5,220,10,0.0,0.64,0,0
EMP02243,Engineering,Software Engineer,IC3,MGR0057,On-Site,38,Male,Bachelor's,0.9,0.6,3.5,3.35,0,4.42,3.42,,3.49,1.0,2.21,2.8,88.6,6,91.8,57.5,3.28,5.0,Medium,13,30.5,4,184,5,9.6,1.21,0,0
